3051001,HA2113001,60
3051002,HA2113001,60
3051003,HA2113001,65
3051004,HA2113001,66
3051005,HA2113001,67
3051006,HA2113001,67
3051007,HA2113001,68
3051008,HA2113001,70
3051009,HA2113001,70
3051010,HA2113001,70
3051011,HA2113001,72
3051012,HA2113001,72
3051013,HA2113001,72
3051014,HA2113001,74
3051015,HA2113001,74
3051016,HA2113001,76
3051017,HA2113001,76
3051018,HA2113001,78
3051019,HA2113001,78
3051020,HA2113001,78
3051021,HA2113001,79
3051022,HA2113001,79
3051023,HA2113001,80
3051024,HA2113001,80
3051025,HA2113001,80
3051026,HA2113001,81
3051027,HA2113001,81
3051028,HA2113001,81
3051029,HA2113001,82
3051030,HA2113001,82
3051031,HA2113001,82
3051032,HA2113001,84
3051033,HA2113001,86
3051034,HA2113001,87
3051035,HA2113001,87
3051036,HA2113001,88
3051037,HA2113001,89
3051038,HA2113001,89
3051039,HA2113001,90
3051040,HA2113001,12
3051041,HA2113001,21
3051042,HA2113001,22
3051043,HA2113001,27
3051044,HA2113001,42
3051045,HA2113001,44
3051046,HA2113001,45
3051047,HA2113001,51
3051048,HA2113001,54
3051049,HA2113001,55
3051050,HA2113001,60
3051051,HA2113001,60
3051052,HA2113001,60
3051053,HA2113001,60
3051054,HA2113001,61
3051055,HA2113001,61
3051056,HA2113001,62
3051057,HA2113001,62
3051058,HA2113001,65
3051059,HA2113001,66
3051060,HA2113001,66
3051061,HA2113001,67
3051062,HA2113001,69
3051063,HA2113001,69
3051064,HA2113001,70
3051065,HA2113001,71
3051066,HA2113001,73
3051067,HA2113001,74
3051068,HA2113001,74
3051069,HA2113001,76
3051070,HA2113001,78
3051071,HA2113001,78
3051072,HA2113001,79
3051073,HA2113001,80
3051074,HA2113001,80
3051075,HA2113001,80
3051076,HA2113001,80
3051077,HA2113001,83
3051078,HA2113001,97
3051079,HA2113001,57
3051080,HA2113001,60
3051081,HA2113001,61
3051082,HA2113001,64
3051083,HA2113001,65
3051084,HA2113001,65
3051085,HA2113001,65
3051086,HA2113001,65
3051087,HA2113001,66
3051088,HA2113001,68
3051089,HA2113001,70
3051090,HA2113001,70
3051091,HA2113001,71
3051092,HA2113001,72
3051093,HA2113001,72
3051094,HA2113001,73
3051095,HA2113001,73
3051096,HA2113001,76
3051097,HA2113001,76
3051098,HA2113001,78
3051099,HA2113001,79
3051100,HA2113001,79
3051101,HA2113001,80
3051102,HA2113001,80
3051103,HA2113001,80
3051104,HA2113001,81
3051105,HA2113001,81
3051106,HA2113001,81
3051107,HA2113001,82
3051108,HA2113001,83
3051001,HA2113002,83
3051002,HA2113002,84
3051003,HA2113002,85
3051004,HA2113002,86
3051005,HA2113002,87
3051006,HA2113002,87
3051007,HA2113002,90
3051008,HA2113002,91
3051009,HA2113002,93
3051010,HA2113002,36
3051011,HA2113002,49
3051012,HA2113002,60
